238,-11,-2,-34,
239,-24,-9,-33,
240,-33,-20,-33,
241,-34,-33,-34,
242,-33,-35,-35,
243,-31,-23,-33,
244,-12,-5,-35,
245,-1,-2,-34,
246,17,-9,-32,
247,29,-35,-32,
248,14,-59,-35,
249,-1,-61,-38,
250,-9,-57,-39,
251,-16,-53,-40,
252,-19,-51,-40,
253,-22,-48,-40,
254,-30,-40,-38,
255,-28,-24,-38,
256,-21,-15,-40,
257,-12,-11,-41,
258,0,-11,-43,
259,10,-18,-43,
260,18,-26,-42,
261,25,-33,-38,
262,21,-26,-40,
263,2,-19,-45,
264,-19,-24,-44,
265,-25,-45,-40,
266,-24,-48,-39,
267,-16,-56,-38,
268,-12,-61,-37,
269,-2,-63,-36,
270,5,-62,-35,
271,18,-56,-34,
272,22,-49,-34,
273,27,-42,-34,
274,23,-22,-34,
275,9,-7,-36,
276,8,-7,-36,
277,25,-35,-37,
278,24,-45,-35,
279,25,-39,-36,
280,24,-29,-38,
281,26,-41,-36,
282,25,-49,-31,
283,8,-64,-30,
284,-10,-64,-33,
285,-24,-56,-32,
286,-33,-45,-32,
287,-36,-30,-31,
288,-26,-9,-29,
289,-18,-3,-28,
290,-13,-1,-30,
291,-4,0,-31,
292,-2,0,-28,
293,6,0,-27,
294,15,-1,-23,
295,20,-4,-21,
296,23,-6,-20,
297,23,-5,-19,
298,18,-3,-18,
299,12,0,-21,
300,-1,2,-25,
301,-17,-2,-30,
302,-18,-2,-29,
303,-24,-9,-33,
304,-27,-14,-33,
305,-32,-26,-36,
306,-32,-36,-37,
307,-33,-32,-34,
308,-30,-38,-36,
309,-26,-47,-40,
310,-17,-54,-40,
311,-2,-59,-39,
312,2,-57,-41,
313,9,-54,-41,
314,21,-51,-35,
315,24,-13,-28,
316,23,-11,-30,
317,20,-9,-30,
318,28,-24,-33,
319,26,-40,-36,
320,0,-60,-40,
321,3,-59,-39,
322,-4,-56,-41,
323,-10,-56,-40,
324,-15,-55,-40,
325,-31,-22,-35,
326,-29,-22,-37,
327,-18,-17,-43,
328,0,-16,-45,
329,1,-13,-43,
330,-19,-13,-39,
331,-25,-18,-37,
332,-26,-38,-41,
333,-20,-49,-41,
334,-2,-58,-40,
335,17,-48,-38,
336,25,-40,-36,
337,24,-20,-32,
338,16,-5,-29,
339,-29,-10,-26,
340,-28,-7,-26,
341,-34,-15,-24,
342,-34,-15,-24,
343,-28,-8,-25,
344,-23,-3,-25,
345,-15,-2,-27,
346,-2,0,-29,
347,8,-4,-30,
348,21,-12,-31,
349,29,-33,-31,
350,1,-61,-36,
351,-25,-53,-33,
352,-28,-51,-33,
353,-34,-41,-31,
354,-37,-31,-29,
355,-21,-5,-28,
356,-27,-7,-25,
357,-34,-17,-23,
358,-36,-22,-26,
359,-36,-39,-28,
360,-23,-57,-33,
361,-23,-56,-33,
362,-15,-61,-33,
363,-14,-62,-33,
364,-4,-64,-32,
365,-3,-65,-31,
366,1,-65,-30,
367,14,-61,-29,
368,28,-45,-27,
369,30,-43,-26,
370,31,-35,-26,
371,29,-17,-23,
372,29,-17,-21,
373,28,-12,-21,
374,25,-11,-23,
375,23,-7,-22,
376,18,-4,-23,
377,12,-1,-23,
378,7,0,-23,
379,-11,1,-24,
380,-34,-14,-21,
381,-32,-10,-21,
382,-33,-12,-21,
383,-34,-14,-21,
384,-34,-13,-21,
385,-30,-7,-22,
386,-30,-8,-23,
387,-26,-4,-23,
388,-23,-2,-23,
389,-16,0,-23,
390,-15,0,-23,
391,-6,3,-22,
392,2,2,-24,
393,8,-1,-25,
394,27,-15,-24,
395,26,-15,-26,
396,29,-38,-30,
397,14,-58,-34,
398,-30,-47,-34,
399,-32,-37,-33,
400,-24,-7,-28,
401,-37,-26,-29,
402,-35,-33,-31,
403,-34,-34,-33,
404,-34,-38,-33,
405,-35,-29,-31,
406,-33,-17,-28,
407,-27,-9,-29,
408,-25,-7,-28,
409,-30,-11,-28,
410,-32,-44,-31,
411,-7,-59,-40,
412,-7,-60,-38,
413,0,-58,-40,
414,7,-55,-41,
415,12,-52,-41,
416,18,-45,-40,
417,10,-9,-36,
418,11,-8,-34,
419,1,-3,-33,
420,-27,-13,-34,
421,-39,-26,-26,
422,-38,-25,-24,
423,-39,-26,-26,
424,-38,-26,-25,
425,-36,-22,-27,
426,-31,-15,-29,
427,-30,-13,-31,
428,-27,-11,-31,
429,-14,-6,-36,
430,16,-27,-44,
431,5,-54,-42,
432,-26,-47,-38,
433,-29,-45,-37,
434,-34,-36,-34,
435,-33,-24,-33,
436,-31,-20,-34,
437,-33,-34,-33,
438,-20,-51,-41,
439,-14,-52,-42,
440,0,-52,-44,
441,1,-53,-42,
442,7,-50,-45,
443,19,-31,-43,
444,15,-15,-39,
445,13,-13,-39,
446,8,-7,-37,
447,-32,-13,-28,
448,-36,-22,-28,
449,-36,-27,-26,
450,-38,-25,-25,
451,-35,-17,-26,
452,-29,-10,-28,
453,-12,-4,-35,
454,13,-21,-42,
455,11,-43,-46,
456,7,-45,-46,
457,-6,-48,-46,
458,-10,-46,-46,
459,-5,-47,-47,
460,-2,-47,-47,
461,-2,-47,-46,
462,1,-49,-46,
463,-9,-53,-42,
464,-16,-52,-39,
465,-21,-52,-37,
466,-20,-53,-37,
467,-21,-56,-36,
468,-21,-59,-32,
469,-23,-60,-30,
470,-25,-62,-20,
471,-30,-59,-18,
472,-29,-59,-17,
473,-27,-62,-19,
474,-25,-60,-25,
475,-17,-63,-30,
476,-6,-60,-38,
477,6,-51,-44,
478,9,-47,-45,
479,13,-47,-43,
480,18,-40,-42,
481,5,-12,-42,
482,-1,-8,-40,
483,-4,-8,-39,
484,-12,-8,-38,
485,-16,-10,-39,
486,-21,-12,-38,
487,-26,-19,-37,
488,-29,-27,-37,
489,-26,-19,-39,
490,-20,-16,-40,
491,-9,-14,-42,
492,1,-17,-45,
493,3,-18,-45,
494,8,-24,-46,
495,9,-48,-44,
496,-15,-60,-37,
497,-4,-60,-38,
498,-11,-59,-37,
499,-16,-57,-37,
500,-20,-54,-38,
